Reaction,EC number,Gibbs-0,KEGG,Reaction-Direction
RXN66-314,EC-1.1.1.270,-1.6265259,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07495'>R07495</a>,RIGHT-TO-LEFT
RXN-9991,|EC-2.5.1.bm|,-45.77307,,LEFT-TO-RIGHT
RXN-12741,EC-1.3.99.4,,,
RXN-11912,EC-1.1.99,,,LEFT-TO-RIGHT
2.7.7.61-RXN,EC-2.7.7.61,-528.0613,,LEFT-TO-RIGHT
RXN-13632,,-4.3599854,,PHYSIOL-LEFT-TO-RIGHT
RXN-664,EC-1.13.11,-87.00183,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05247'>R05247</a>,PHYSIOL-LEFT-TO-RIGHT
R621-RXN,EC-1.14.12.17,44.841125,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05724'>R05724</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05725'>R05725</a>",PHYSIOL-LEFT-TO-RIGHT
LTAA-RXN,EC-4.1.2.48 // EC-4.1.2.49,2.3399963,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06171'>R06171</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15280,EC-3.1.2,240.12979,,LEFT-TO-RIGHT
RXN-11184,EC-1.2.1.78,-13.729431,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05643'>R05643</a>,
RXN-12856,,-47.475235,,LEFT-TO-RIGHT
RXN-15429,EC-4.2.3.146,-61.602966,,PHYSIOL-LEFT-TO-RIGHT
RXN-9475,EC-4.1.99.16,-34.239998,,LEFT-TO-RIGHT
RXN-8390,EC-1.14.19.11,-56.580017,,PHYSIOL-LEFT-TO-RIGHT
RXN-16340,EC-1.14.13,-91.90051,,PHYSIOL-LEFT-TO-RIGHT
RXN-10068,EC-2.7.4.26,-0.7858887,,REVERSIBLE
RXN-13200,,8.074135,,LEFT-TO-RIGHT
RXN-12399,EC-3.2.1.23,-3.112915,,PHYSIOL-LEFT-TO-RIGHT
RXN-14070,EC-5.2,0,,LEFT-TO-RIGHT
RXN0-7074,,-43.102707,,REVERSIBLE
RXN-5482,,-12.270508,,
RXN-14950,EC-2.8.1.8,-2.9760284,,LEFT-TO-RIGHT
1.14.12.9-RXN,EC-1.14.12.9,-80.73596,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03306'>R03306</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15554,EC-4.2.1,3.7129822,,LEFT-TO-RIGHT
3.2.1.70-RXN,EC-3.2.1.70,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8098,EC-2.1.1.248,-52.833374,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R10014'>R10014</a>,LEFT-TO-RIGHT
RXN-15932,EC-3.4.13,0.20700073,,LEFT-TO-RIGHT
RXN-13317,EC-2.4.1,-359.86267,,LEFT-TO-RIGHT
6-OXOHEXANOATE-OXIDATION-RXN,EC-1.2.1.63,-14.977722,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05099'>R05099</a>,LEFT-TO-RIGHT
RXN-3590,,-4.5671234,,LEFT-TO-RIGHT
RXN-8321,EC-1.14.19.25,-73.37753,,PHYSIOL-LEFT-TO-RIGHT
RXN-16838,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
RXN-15595,,-44.24228,,LEFT-TO-RIGHT
RXN-14381,,,,LEFT-TO-RIGHT
DMBPPRIBOSYLTRANS-RXN,EC-2.4.2.21,-12.164108,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04148'>R04148</a>,LEFT-TO-RIGHT
ACETYLORNTRANSAM-RXN,EC-2.6.1.11,0.3241272,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02283'>R02283</a>,REVERSIBLE
PREPHENATE-DEHYDROGENASE-NADP+-RXN,EC-1.3.1.13,-18.798279,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01730'>R01730</a>,
2-OXOGLUTARATE-SYNTHASE-RXN,EC-1.2.7.3,-22.23999,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01197'>R01197</a>,REVERSIBLE
RXN-7796,EC-1.14.18.7,-75.47052,,PHYSIOL-LEFT-TO-RIGHT
2.3.1.83-RXN,EC-2.3.1.83,-1355.788,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04227'>R04227</a>,
RXN-7976,EC-1.14.13.97,-92.26047,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07205'>R07205</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10781,EC-1.1.1.1,14.660828,,RIGHT-TO-LEFT
3.6.1.52-RXN,EC-3.6.1.52,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05777'>R05777</a>,
RXN-17354,,,,PHYSIOL-LEFT-TO-RIGHT
THREODEHYD-RXN,EC-1.1.1.103,-0.25820923,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01465'>R01465</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10902,,-8.79,,LEFT-TO-RIGHT
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN,EC-3.6.1.29,-15.697327,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00187'>R00187</a>,
RXN0-1842,EC-2.3.1.251,308.1334,,LEFT-TO-RIGHT
RXN-8766,EC-2.1.1.196,11.991791,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07774'>R07774</a>,PHYSIOL-LEFT-TO-RIGHT
CHOLESTEROL-OXIDASE-RXN,EC-1.1.3.6,-34.440002,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01459'>R01459</a>,PHYSIOL-LEFT-TO-RIGHT
RXN66-362,EC-5.3.3.1,-5.08,,LEFT-TO-RIGHT
RXN-7021,EC-2.4.1.202,23.890747,,LEFT-TO-RIGHT
1.3.7.3-RXN,EC-1.3.7.3,-30.201782,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05819'>R05819</a>,RIGHT-TO-LEFT
RXN-11663,,,,LEFT-TO-RIGHT
RXNN-404,EC-3.5.1.4,-17.456116,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03096'>R03096</a>,LEFT-TO-RIGHT
RXN-13673,EC-2.5.1.18,-7.84,,LEFT-TO-RIGHT
RXN-12899,EC-3.2.1.102,,,PHYSIOL-LEFT-TO-RIGHT
RXN-13358,EC-1.1.1,1.9857788,,RIGHT-TO-LEFT
HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN,EC-3.1.1.22,-2.7671356,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00048'>R00048</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-8485,,28.984344,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08818'>R08818</a>,LEFT-TO-RIGHT
RXN-11235,,83.909,,
RXN-10112,EC-1.97.1,,,
RXN-17215,EC-2.3.1.M4,-35.63745,,LEFT-TO-RIGHT
RXN-13796,EC-2.1.1,-4.3600006,,PHYSIOL-LEFT-TO-RIGHT
RXN-14511,EC-3.1.3,7.2170105,,LEFT-TO-RIGHT
RXN-11353,EC-1.17.99,,,LEFT-TO-RIGHT
RXN-16403,EC-1.2.1.84,6.6829834,,LEFT-TO-RIGHT
RXN-13380,EC-2.4.1,6.8976135,,LEFT-TO-RIGHT
RXN-12152,EC-6.3.4,-103.56067,,PHYSIOL-LEFT-TO-RIGHT
RXN-14108,EC-2.4.1,6.897583,,LEFT-TO-RIGHT
RXN-16089,EC-6.3.2,-60.42914,,PHYSIOL-LEFT-TO-RIGHT
RXN-17157,EC-6.3.2,113.28784,,LEFT-TO-RIGHT
RXN-17333,|EC-1.14.14.q|,,,
RXN-14220,,-6.8130493,,
1.14.13.76-RXN,EC-1.14.13.76,-92.26051,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06309'>R06309</a>,PHYSIOL-LEFT-TO-RIGHT
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN,EC-3.2.2.9,39.925995,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00194'>R00194</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14935,EC-2.8.3.20,-2.039917,,
1.3.99.5-RXN,EC-1.3.1.22,16.725769,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02643'>R02643</a>,
RXN-8364,EC-1.14.19.35,,,PHYSIOL-LEFT-TO-RIGHT
RXN-8026,,-79.608795,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07559'>R07559</a>,PHYSIOL-LEFT-TO-RIGHT
3.1.1.81-RXN,EC-3.1.1.81,-18.268234,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08970'>R08970</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17008,EC-2.3.1.51,-3.609909,,PHYSIOL-LEFT-TO-RIGHT
RXN-16879,EC-2.3.1,-4.049988,,LEFT-TO-RIGHT
RXN-16554,EC-2.3.1,-3.6099854,,LEFT-TO-RIGHT
RXN-9240,EC-2.1.1.222,-4.3598633,,PHYSIOL-LEFT-TO-RIGHT
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN,EC-2.4.1.69,-95.81348,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04081'>R04081</a>,
ENTMULTI-RXN,EC-6.3.2.14,-110.992676,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07644'>R07644</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10946,EC-3.1.3,14.706421,,PHYSIOL-LEFT-TO-RIGHT
RXN3O-5293,EC-2.3.1.86 // EC-1.3.1.10,33.16577,,RIGHT-TO-LEFT
RXN-17749,EC-3.1.1,,,PHYSIOL-RIGHT-TO-LEFT
2.4.1.83-RXN,EC-2.4.1.83,-0.6237793,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01009'>R01009</a>,LEFT-TO-RIGHT
2.4.1.149-RXN,EC-2.4.1.149,-126.627075,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02789'>R02789</a>,LEFT-TO-RIGHT
COBINPGUANYLYLTRANS-RXN,EC-2.7.7.62,-103.30353,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05222'>R05222</a>,REVERSIBLE
RXN-16959,EC-2.3.1,-232.32129,,LEFT-TO-RIGHT
NITRATE-REDUCTASE-NADH-RXN,EC-1.7.1.1,88.7388,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00794'>R00794</a>,RIGHT-TO-LEFT
RXN-8936,EC-1.3.1,6.4664917,,LEFT-TO-RIGHT
RXN-8801,EC-5.3.1.29,0.62,,LEFT-TO-RIGHT
RXNQT-4325,EC-2.4.1.195,-1.8923645,,LEFT-TO-RIGHT
RXN1G-79,EC-2.3.1.M2,-6.862915,,LEFT-TO-RIGHT
RXN-17479,|EC-1.1.1.di|,,,LEFT-TO-RIGHT
RXN-11713,,-6.34713,,LEFT-TO-RIGHT
RXN-8523,EC-1.14.13,-92.33046,,PHYSIOL-LEFT-TO-RIGHT
RXN-12528,EC-2.3.2,,,
RXN-9797,EC-5.1.99.4,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08734'>R08734</a>,REVERSIBLE
RXN-11819,EC-1.11.2.3,-18.3,,
IMPCYCLOHYDROLASE-RXN,EC-3.5.4.10,26.846008,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01127'>R01127</a>,REVERSIBLE
RXN-13844,EC-1.14.11,-111.06,,PHYSIOL-LEFT-TO-RIGHT
RXN-12681,EC-1.14.13.134,-92.26048,,PHYSIOL-LEFT-TO-RIGHT
LACTALDEHYDE-OXI-RXN,,-13.105286,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01735'>R01735</a>,LEFT-TO-RIGHT
TREHALOSE6PSYN-RXN,EC-2.4.1.15,6.897583,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00836'>R00836</a>,LEFT-TO-RIGHT
RXN-11393,,-30.757736,,LEFT-TO-RIGHT
R344-RXN,EC-2.5.1.17,49.251038,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05220'>R05220</a>,LEFT-TO-RIGHT
VIOMYCIN-KINASE-RXN,EC-2.7.1.103,-11.0711975,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03607'>R03607</a>,
RXN-14554,EC-2.3.1.225,-308.1336,,PHYSIOL-LEFT-TO-RIGHT
RXN-12076,,1.8723564,,PHYSIOL-RIGHT-TO-LEFT
RXN-15371,EC-2.4.1,6.551758,,LEFT-TO-RIGHT
RXN-9422,,1.0817871,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06395'>R06395</a>,LEFT-TO-RIGHT
RXN-12196,EC-3.6.1.15,-102.58887,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00159'>R00159</a>,
RXN-14264,EC-1.3.8.4,-11.7855835,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04095'>R04095</a>,
RXN-16818,EC-1.7.2,-45.502357,,PHYSIOL-RIGHT-TO-LEFT
RXN-13144,EC-2.2.1.11,1.3899841,,
RXN-14675,EC-1.3.1,3.8164825,,LEFT-TO-RIGHT
RXN-17376,EC-1.1.1,,,LEFT-TO-RIGHT
1.8.1.12-RXN,EC-1.8.1.12,-1.016571,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03821'>R03821</a>,
RXN-16906,EC-6.2.1,-76.38843,,LEFT-TO-RIGHT
RXN0-1134,EC-1.2.4.1,-49.93036,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01699'>R01699</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-5122,EC-4.2.3,-57.97,,PHYSIOL-LEFT-TO-RIGHT
RXN-12314,,-115.27463,,PHYSIOL-LEFT-TO-RIGHT
RXN-14985,EC-4.1.1,-1.2558823,,LEFT-TO-RIGHT
RXN-17064,EC-4.1.1.M3,-16.961487,,LEFT-TO-RIGHT
2.5.1.46-RXN,EC-2.5.1.46,-96.17184,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05329'>R05329</a>,
RXN-11797,EC-2.4.1,184.88025,,LEFT-TO-RIGHT
RXN-17127,EC-6.3.1.20,-130.98407,,PHYSIOL-LEFT-TO-RIGHT
RXN-15842,EC-2.1.1.309,-24.765076,,PHYSIOL-LEFT-TO-RIGHT
RXN-15088,EC-3.1.1.23,-5.487152,,PHYSIOL-LEFT-TO-RIGHT
GKI-RXN,EC-2.7.1.165,-14.3341675,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08572'>R08572</a>,LEFT-TO-RIGHT
RXN-16714,,-137.41855,,LEFT-TO-RIGHT
RXN0-1141,EC-6.3.1.20,-130.98404,,PHYSIOL-LEFT-TO-RIGHT
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN,EC-2.3.1.37,6.150635,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00830'>R00830</a>,LEFT-TO-RIGHT
3.2.1.144-RXN,EC-3.2.1.144,-459.09564,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06054'>R06054</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9307,EC-1.1.1,-13.534378,,LEFT-TO-RIGHT
2.5.1.63-RXN,EC-2.5.1.63,-12.5058975,,LEFT-TO-RIGHT
RXN1G-384,EC-1.1.1.M9,20.375763,,RIGHT-TO-LEFT
RXN0-5293,EC-1.2.1.16,-26.040588,,LEFT-TO-RIGHT
RXN-2945,EC-6.3,-7.17688,,PHYSIOL-LEFT-TO-RIGHT
RXN-8977,,0,,LEFT-TO-RIGHT
RXN-12373,EC-2.1.1.213,-88.44449,,PHYSIOL-LEFT-TO-RIGHT
RXN-11476,EC-1.1.1.100,20.375793,,PHYSIOL-RIGHT-TO-LEFT
RXN-7710,EC-2.4.1.18,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02110'>R02110</a>,
PHOSCHOL-RXN,EC-3.1.4.4,137.30914,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01310'>R01310</a>,PHYSIOL-LEFT-TO-RIGHT
OCTOPAMINE-DEHYDRATASE-RXN,EC-4.2.1.87,-6.689987,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03358'>R03358</a>,LEFT-TO-RIGHT
RXN-17522,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-15677,EC-2.3.1.235,-23.16211,,
RXN1G-334,EC-2.3.1.M2,-6.862915,,LEFT-TO-RIGHT
RXN-10711,EC-3.1.1.1,0.46289062,,PHYSIOL-LEFT-TO-RIGHT
RXN-11895,,-4.3600006,,PHYSIOL-LEFT-TO-RIGHT
RXN-16756,EC-1.2.1.95,4.7352295,,PHYSIOL-RIGHT-TO-LEFT
RXN1G-248,EC-1.3.1.M4,34.414047,,RIGHT-TO-LEFT
ASPDECARBOX-RXN,EC-4.1.1.11,-1.1158752,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00489'>R00489</a>,LEFT-TO-RIGHT
RXN-9963,EC-4.2.3.67,-61.369995,,PHYSIOL-LEFT-TO-RIGHT
RXN-9840,EC-1.3.1.3,3.816513,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04817'>R04817</a>,LEFT-TO-RIGHT
LINE-RXN,,-79.93236,,PHYSIOL-LEFT-TO-RIGHT
2.7.3.9-RXN,EC-2.7.3.9,21.109344,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02628'>R02628</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10059,EC-2.3.1.41,-15.261658,,LEFT-TO-RIGHT
RXN66-23,EC-1.1.1.170,-11.315247,,LEFT-TO-RIGHT
RXN-6542,EC-1.14.11,-111.41998,,PHYSIOL-LEFT-TO-RIGHT
RXN-12722,EC-4.2.1.131,4.5730133,,
RXN-9456,EC-5.5.1.15,-56.66,,LEFT-TO-RIGHT
RXN-13595,EC-1.7.3.6,-96.90112,,PHYSIOL-LEFT-TO-RIGHT
RXN1G-1530,EC-1.1,,,RIGHT-TO-LEFT
RXN-12377,EC-2.1.1.216,-88.44449,,PHYSIOL-LEFT-TO-RIGHT
RXN-13609,EC-4.2.3.134,-0.72125244,,
RXN-12840,EC-5.3.2.4,0,,LEFT-TO-RIGHT
R545-RXN,EC-6.2.1.38,-12.71167,,PHYSIOL-LEFT-TO-RIGHT
RXN-14713,EC-1.14.13,-112.87781,,PHYSIOL-LEFT-TO-RIGHT
PROTEIN-KINASE-RXN,EC-2.7.11.21 // EC-2.7.11.22 // EC-2.7.11.13 // EC-2.7.11.1 // EC-2.7.11.17 // EC-2.7.11.12,-4.544739,,LEFT-TO-RIGHT
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN,EC-1.4.7.1,-5.9758606,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00021'>R00021</a>,RIGHT-TO-LEFT
RXN-11166,,,,
RXN-10048,EC-3.1.1.81,-7.997135,,PHYSIOL-LEFT-TO-RIGHT
RXN-15408,EC-2.1.1,-4.7059135,,PHYSIOL-LEFT-TO-RIGHT
RXN-12363,EC-2.3.1.84,-3.4200134,,LEFT-TO-RIGHT
RXN-16622,EC-1.1.1.100,20.375732,,PHYSIOL-RIGHT-TO-LEFT
RXN-17146,EC-6.2.1,-145.15308,,PHYSIOL-LEFT-TO-RIGHT
RXN-13834,EC-1.14.15.12,-173.04993,,PHYSIOL-LEFT-TO-RIGHT
RXN-16306,,-3.2341156,,LEFT-TO-RIGHT
RXN0-7013,,92.00055,,PHYSIOL-LEFT-TO-RIGHT
RXN-13182,EC-3.1.1.53,-4.287094,,PHYSIOL-LEFT-TO-RIGHT
RXN-15130,EC-4.4.1.1,-0.26712418,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01001'>R01001</a>,PHYSIOL-LEFT-TO-RIGHT
RXN1G-1057,EC-1.3.1.M4,34.414047,,RIGHT-TO-LEFT
3.1.26.5-RXN,EC-3.1.26.5,,,PHYSIOL-LEFT-TO-RIGHT
RXN-14048,,5.7858887,,PHYSIOL-LEFT-TO-RIGHT
RXN-15538,EC-1.14.21.2,-126.67651,,PHYSIOL-LEFT-TO-RIGHT
RXN-5442,EC-1.2.1,,,LEFT-TO-RIGHT
3.2.1.48-RXN,EC-3.2.1.26 // EC-3.2.1.48,-6.7929993,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00802'>R00802</a>,PHYSIOL-LEFT-TO-RIGHT
MYRISTOYLACYLTRAN-RXN,EC-2.3.1.243,263.43918,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05075'>R05075</a>,LEFT-TO-RIGHT
1.14.11.1-RXN,EC-1.14.11.1,-109.620026,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02397'>R02397</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13300,EC-1.1.1.330,-0.16644287,,PHYSIOL-RIGHT-TO-LEFT
RXN-15911,EC-2.1.2,-1.4930115,,LEFT-TO-RIGHT
RXN-3481,EC-2.1.1.150,-4.3599854,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07724'>R07724</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16531,EC-2.3.1,-114.80664,,LEFT-TO-RIGHT
RXN0-7192,EC-6.3.4.15,,,PHYSIOL-LEFT-TO-RIGHT
RXN-16032,EC-2.3.1.51,-311.7436,,LEFT-TO-RIGHT
5.4.99.15-RXN,EC-5.4.99.15,0,,LEFT-TO-RIGHT
RXN-15579,,5.955885,,
RXN-8304,EC-1.14.19.42,-77.12219,,PHYSIOL-LEFT-TO-RIGHT
RXN-16816,EC-1.1.1,9.279358,,LEFT-TO-RIGHT
ACETOLACTATE-DECARBOXYLASE-RXN,EC-4.1.1.5,-1.0458908,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02948'>R02948</a>,LEFT-TO-RIGHT
RXN0-5462,EC-3.6.5.1 // EC-3.6.5.2 // EC-3.6.5.3 // EC-3.6.5.4 // EC-3.6.5.5 // EC-3.6.5.6 // EC-3.6.1.15,-102.58893,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00335'>R00335</a>,PHYSIOL-LEFT-TO-RIGHT
PMPOXI-RXN,EC-1.4.3.5,-26.761246,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00277'>R00277</a>,PHYSIOL-LEFT-TO-RIGHT
DIMETHYLANILINE-N-OXIDE-ALDOLASE-RXN,EC-4.1.2.24,15.75,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03345'>R03345</a>,
RXN-7952,EC-3.1.1.79,66.41072,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07293'>R07293</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-7775,EC-1.14.11.9,-95.88101,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03640'>R03640</a>,PHYSIOL-LEFT-TO-RIGHT
3.5.3.22-RXN,EC-3.5.3.22,-3.572998,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05357'>R05357</a>,LEFT-TO-RIGHT
2.3.1.23-RXN,EC-2.3.1.23,325.0658,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01318'>R01318</a>,REVERSIBLE
RXN-10886,EC-6.3,-19.25,,PHYSIOL-LEFT-TO-RIGHT
RXN-10759,EC-3.5.1.100,-1.3629951,,
RXN0-1461,EC-1.3.3.3,-88.96517,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03220'>R03220</a>,PHYSIOL-LEFT-TO-RIGHT
THIAMIN-TRIPHOSPHATASE-RXN,EC-3.6.1.28,-103.21301,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00618'>R00618</a>,LEFT-TO-RIGHT
CHLORDECONE-REDUCTASE-RXN,EC-1.1.1.225,-1.6264648,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03716'>R03716</a>,
BETA-GLUCURONID-RXN,EC-3.2.1.31,68.784836,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01478'>R01478</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-6742,EC-2.1.1.146,-4.3600006,,PHYSIOL-LEFT-TO-RIGHT
RXN-8747,EC-3.1.3,4.498749,,PHYSIOL-LEFT-TO-RIGHT
RXN8J2-1,,6.897522,,LEFT-TO-RIGHT
RXN-12881,,-99.62758,,PHYSIOL-LEFT-TO-RIGHT
RXN66-345,,-41.823753,,PHYSIOL-LEFT-TO-RIGHT
RXN-11645,,-33.06859,,PHYSIOL-LEFT-TO-RIGHT
RXN-8469,EC-1.14.99.42,-167.56,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09603'>R09603</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13654,EC-4.3.1.28,-2.409996,,
RXN1G-810,,0.0002441406,,LEFT-TO-RIGHT
RXN-10095,,14.601776,,LEFT-TO-RIGHT
RXN-9789,EC-2.7.7.73,-168.60596,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07459'>R07459</a>,LEFT-TO-RIGHT
RXN-10926,,23.72,,LEFT-TO-RIGHT
HOMOSERDEAM-RXN,EC-4.4.1.1,-8.12413,,PHYSIOL-LEFT-TO-RIGHT
RXN-13774,EC-1.1.1,-0.1665039,,RIGHT-TO-LEFT
RXN-11211,EC-3.5.2.2,-3.9571152,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03055'>R03055</a>,REVERSIBLE
LEGHEMOGLOBIN-REDUCTASE-RXN,EC-1.6.2.6,3.1423645,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00109'>R00109</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00101'>R00101</a>",
RXN0-7141,EC-1.17.1,13.518799,,PHYSIOL-RIGHT-TO-LEFT
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN,EC-1.1.2.4,-11.286499,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00197'>R00197</a>,LEFT-TO-RIGHT
RXN0-1342,EC-2.4.99.17,-44.12784,,LEFT-TO-RIGHT
RXN-11336,EC-1.14.13,-89.89882,,PHYSIOL-LEFT-TO-RIGHT
RXN-14530,EC-2.1.1,-41.18228,,PHYSIOL-LEFT-TO-RIGHT
RXN-13344,|EC-1.14.13.dh|,-102.38049,,PHYSIOL-LEFT-TO-RIGHT
RXN-16377,,-62.249004,,LEFT-TO-RIGHT
RXN-14087,EC-4.2.1,-27.7219,,LEFT-TO-RIGHT
RXN-16073,EC-1.14.99,,,PHYSIOL-LEFT-TO-RIGHT
RXN-14491,EC-1.14.19.25,-52.83528,,PHYSIOL-LEFT-TO-RIGHT
RXN-12131,,-1.6264648,,LEFT-TO-RIGHT
RXN-16498,EC-6.1,-45.352432,,LEFT-TO-RIGHT
1.14.13.58-RXN,EC-1.14.13.58,-91.900635,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02449'>R02449</a>,PHYSIOL-LEFT-TO-RIGHT
ACYLAGMATINE-AMIDASE-RXN,EC-3.5.1.40,-1.7112427,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01425'>R01425</a>,
RXN-9658,EC-1.3.1.9,34.414032,,PHYSIOL-RIGHT-TO-LEFT
2.4.1.110-RXN,EC-2.4.1.110,-95.8136,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04082'>R04082</a>,
RXN-17316,EC-2.3.1.M12,,,
RXN-14202,EC-3.1.1,-8.667084,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01483'>R01483</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-1961,EC-6.3.4.19,-162.13928,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09597'>R09597</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-801,EC-4.1.1.102,-3.3858814,,
BIOTINLIG-RXN,EC-6.3.4.15,-151.5263,,PHYSIOL-LEFT-TO-RIGHT
