ID,NAME,REACTION,EC,GPR,LOWER.BOUND,UPPER.BOUND,OBJECTIVE,COMPARTMENT,SUBSYSTEM
R00782,L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming),H2O[c] + L-Cysteine[c] <=> NH3[c] + Pyruvate[c] + Hydrogen sulfide[c],4.4.1.1         4.4.1.8,( 102577774 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R00896,L-cysteine:2-oxoglutarate aminotransferase,2-Oxoglutarate[c] + L-Cysteine[c] <=> DL-Glutamate[c] + Mercaptopyruvate[c],2.6.1.1,( 102605614 ) or ( 102579446 and 102589321 ) or ( 102591539 and 102605189 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R00999,O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming),H2O[c] + O-Succinyl-L-homoserine[c] => NH3[c] + Succinate[c] + 2-Oxobutanoate[c],2.5.1.48,( 102577457 and 102577796 and 102601571 ),0,1000,NA,c,Cysteine and methionine metabolism
R01288,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase;,Hydrogen sulfide[c] + O-Succinyl-L-homoserine[c] => Succinate[c] + L-Homocysteine[c],2.5.1.48        2.5.1.-,( 102577457 and 102577796 and 102601571 ),0,1000,NA,c,Cysteine and methionine metabolism
R00892,L-cysteine:NAD+ oxidoreductase,2 L-Cysteine[c] + NAD+[c] => L-Cystine[c] + H+[c] + NADH[c],1.8.1.6,NA,0,1000,NA,c,Cysteine and methionine metabolism
R02433,L-cysteate:2-oxoglutarate aminotransferase,2-Oxoglutarate[c] + L-Cysteate[c] <=> L-Glutamate[c] + 3-Sulfopyruvate[c],2.6.1.1,( 102605614 ) or ( 102579446 and 102589321 ) or ( 102591539 and 102605189 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R02619,3-sulfino-L-alanine:2-oxoglutarate aminotransferase,2-Oxoglutarate[c] + 3-Sulfino-L-alanine[c] <=> L-Glutamate[c] + 3-Sulfinylpyruvate[c],2.6.1.1,( 102605614 ) or ( 102579446 and 102589321 ) or ( 102591539 and 102605189 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R02869,S-adenosylmethioninamine:spermidine 3-aminopropyltransferase,Spermidine[c] + S-Adenosylmethioninamine[c] <=> 5'-Methylthioadenosine[c] + Spermine[c],2.5.1.16        2.5.1.22,( 102582757 and 102586756 and 102587738 and 102598287 and 102597964 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R03260,O-Succinyl-L-homoserine succinate-lyase (adding cysteine),L-Cysteine[c] + O-Succinyl-L-homoserine[c] => Succinate[c] + L-Cystathionine[c],2.5.1.48,( 102577457 and 102577796 and 102601571 ),0,1000,NA,c,Cysteine and methionine metabolism
R04858,S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase,S-Adenosyl-L-methionine[c] + DNA cytosine[c] <=> S-Adenosyl-L-homocysteine[c] + DNA 5-methylcytosine[c],2.1.1.37,( 102604332 and 102580641 and 102587106 and 102589952 ) or ( 102596389 and 102596406 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R04859,"O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming);",H+[c] + Thiosulfate[c] + Thioredoxin[c] + O-Acetyl-L-serine[c] <=> Acetate[c] + Sulfite[c] + L-Cysteine[c] + Thioredoxin disulfide[c],2.5.1.47        2.5.1.49,( 102603277 and 102592568 and 102601819 and 102602372 and 102592225 and 102585362 and 102602714 and 102577740 and 102577558 ) or ( 102601315 and 102604154 ),-1000,1000,NA,c,Cysteine and methionine metabolism
R07363,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming)","Oxygen[c] + 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one[c] => Formate[c] + CO[c] + 3-(Methylthio)propionic acid[c]",1.13.11.53,( 102599891 and 102577691 and 102602799 and 107061612 ),0,1000,NA,c,Cysteine and methionine metabolism
R02064,Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing),Geranylgeranyl diphosphate[c] => Diphosphate[c] + Casbene[c],4.2.3.8,NA,0,1000,NA,c,Diterpenoid biosynthesis
R06296,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)","ent-7alpha-Hydroxykaur-16-en-19-oic acid[c] + Oxygen[c] + H+[c] + NADPH[c] <=> 6beta,7beta-Dihydroxykaurenoic acid[c] + H2O[c] + NADP+[c]",1.14.13.79,( 107057906 and 102579396 and 102595896 and 102603753 and 102580175 and 102595325 ),-1000,1000,NA,c,Diterpenoid biosynthesis
R06312,9alpha-Copalyl-diphosphate lyase (decyclizing),Geranylgeranyl diphosphate[c] <=> 9alpha-Copalyl diphosphate[c],5.5.1.14,NA,-1000,1000,NA,c,Diterpenoid biosynthesis
R08916,"3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide:NAD+ oxidoreductase","NAD+[c] + 3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide[c] <=> NADH[c] + H+[c] + Momilactone A[c]",1.1.1.295,NA,-1000,1000,NA,c,Diterpenoid biosynthesis
R08917,"3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide:NADP+ oxidoreductase","NADP+[c] + 3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide[c] <=> NADPH[c] + H+[c] + Momilactone A[c]",1.1.1.295,NA,-1000,1000,NA,c,Diterpenoid biosynthesis
R03437,Acetyl-CoA:1-alkyl-sn-glycero-3-phosphocholine 2-O-acetyltransferase,Acetyl-CoA[c] + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine[c] <=> CoA[c] + 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine[c],2.3.1.67,( 102590874 and 102600970 ) or ( 102606352 and 102586748 and 102596518 ),-1000,1000,NA,c,Ether lipid metabolism
R03438,Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase,Acyl-CoA[c] + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine[c] <=> CoA[c] + 1-Radyl-2-acyl-sn-glycero-3-phosphocholine[c],,( 102590874 and 102600970 ),-1000,1000,NA,c,Ether lipid metabolism
R04360,,NADP+[c] + 1-Alkyl-sn-glycero-3-phosphate[c] <=> NADPH[c] + H+[c] + O-Alkylglycerone phosphate[c],1.1.1.101,NA,-1000,1000,NA,c,Ether lipid metabolism
R06364,CDPethanolamine:1-alkyl-2-acylglycerol ethanolaminephosphotransferase,CDP-ethanolamine[c] + 1-Alkyl-2-acylglycerol[c] <=> CMP[c] + 1-Alkyl-2-acylglycerophosphoethanolamine[c],2.7.8.1,( 102602055 ),-1000,1000,NA,c,Ether lipid metabolism
R07379,Plasmenylethanolamine 2-acylhydrolase,H2O[c] + O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] <=> Carboxylate[c] + 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine[c],3.1.1.4,( 102583349 ) or ( 102603740 and 102582532 ),-1000,1000,NA,c,Ether lipid metabolism
R07381,Plasmenylethanolamine ethanolamine phosphohydrolase,H2O[c] + O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] <=> Ethanolamine phosphate[c] + 1-Alkenyl-2-acylglycerol[c],3.1.4.3,( 102580356 and 102590193 and 102598393 ),-1000,1000,NA,c,Ether lipid metabolism
R07384,,CMP[c] + O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c] <=> CDP-ethanolamine[c] + 1-Alkenyl-2-acylglycerol[c],2.7.8.1,( 102602055 ),-1000,1000,NA,c,Ether lipid metabolism
R07387,Plasmanylcholine 2-acylhydrolase,H2O[c] + 1-Radyl-2-acyl-sn-glycero-3-phosphocholine[c] <=> Carboxylate[c] + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine[c],3.1.1.4,( 102583349 ) or ( 102603740 and 102582532 ),-1000,1000,NA,c,Ether lipid metabolism
R01624,acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase,Acetyl-CoA[c] + Acyl-carrier protein[c] <=> CoA[c] + Acetyl-[acyl-carrier protein][c],2.3.1.38        2.3.1.85        2.3.1.86        2.3.1.180,NA,-1000,1000,NA,c,Fatty acid biosynthesis
R01626,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase,Malonyl-CoA[c] + Acyl-carrier protein[c] <=> CoA[c] + Malonyl-[acyl-carrier protein][c],2.3.1.39        2.3.1.85        2.3.1.86,( 102601265 ),-1000,1000,NA,c,Fatty acid biosynthesis
R01706,Oleoyl-[acyl-carrier protein] hydrolase,H2O[c] + Hexadecanoyl-[acp][c] <=> Acyl-carrier protein[c] + Hexadecanoic acid[c],2.3.1.85        3.1.2.14,( 102584501 and 102595208 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04355,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Acetyl-[acyl-carrier protein][c] <=> CO2[c] + Acyl-carrier protein[c] + Acetoacetyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04386,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),Acetyl-CoA[c] + Carboxybiotin-carboxyl-carrier protein[c] <=> Malonyl-CoA[c] + Holo-[carboxylase][c],6.4.1.2,( 102584328 and 102583167 ) or ( 4099986 ) or ( 102586340 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04428,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein][c] <=> H2O[c] + But-2-enoyl-[acyl-carrier protein][c],4.2.1.58,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04429,"Butyryl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Butyryl-[acp][c] <=> NADH[c] + H+[c] + But-2-enoyl-[acyl-carrier protein][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04533,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase,NADP+[c] + (3R)-3-Hydroxybutanoyl-[acyl-carrier protein][c] <=> NADPH[c] + H+[c] + Acetoacetyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04534,(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (3R)-3-Hydroxydecanoyl-[acyl-carrier protein][c] <=> NADPH[c] + 3-Oxodecanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04535,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein][c] <=> H2O[c] + trans-Dec-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.60,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04536,(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (3R)-3-Hydroxyoctanoyl-[acyl-carrier protein][c] <=> NADPH[c] + H+[c] + 3-Oxooctanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04537,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase;,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein][c] <=> H2O[c] + trans-Oct-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.59,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04543,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (3R)-3-Hydroxypalmitoyl-[acyl-carrier protein][c] <=> NADPH[c] + H+[c] + 3-Oxohexadecanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04544,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein][c] <=> H2O[c] + trans-Hexadec-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.61,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04566,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein][c] <=> NADPH[c] + H+[c] + 3-Oxotetradecanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04568,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein][c] <=> H2O[c] + trans-Tetradec-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.61,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04724,"Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Dodecanoyl-[acyl-carrier protein][c] <=> NADH[c] + H+[c] + trans-Dodec-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04726,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Dodecanoyl-[acyl-carrier protein][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxotetradecanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04952,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Butyryl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxohexanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04953,(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (R)-3-Hydroxyhexanoyl-[acp][c] <=> NADPH[c] + H+[c] + 3-Oxohexanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04954,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,(R)-3-Hydroxyhexanoyl-[acp][c] <=> H2O[c] + trans-Hex-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.58,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04955,"Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Hexanoyl-[acp][c] <=> NADH[c] + H+[c] + trans-Hex-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04957,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Hexanoyl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxooctanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04958,"Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Octanoyl-[acp][c] <=> NADH[c] + H+[c] + trans-Oct-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04960,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Octanoyl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxodecanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04961,"Decanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Decanoyl-[acp][c] <=> NADH[c] + H+[c] + trans-Dec-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04963,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Decanoyl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxododecanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04964,(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,NADP+[c] + (R)-3-Hydroxydodecanoyl-[acp][c] <=> NADPH[c] + H+[c] + 3-Oxododecanoyl-[acp][c],1.1.1.100       2.3.1.85        2.3.1.86,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04965,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,(R)-3-Hydroxydodecanoyl-[acp][c] <=> H2O[c] + trans-Dodec-2-enoyl-[acp][c],2.3.1.85        2.3.1.86        4.2.1.58        4.2.1.60,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04966,"Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Tetradecanoyl-[acp][c] <=> NADH[c] + H+[c] + trans-Tetradec-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04968,Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Malonyl-[acyl-carrier protein][c] + Tetradecanoyl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxohexadecanoyl-[acp][c],2.3.1.41        2.3.1.85        2.3.1.86        2.3.1.179,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R04969,"Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",NAD+[c] + Hexadecanoyl-[acp][c] <=> NADH[c] + H+[c] + trans-Hexadec-2-enoyl-[acp][c],1.3.1.9         2.3.1.86,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R07762,,Malonyl-[acyl-carrier protein][c] + Hexadecanoyl-[acp][c] <=> CO2[c] + Acyl-carrier protein[c] + 3-Oxostearoyl-[acp][c],2.3.1.41        2.3.1.179       2.3.1.-,( 102605843 and 102602484 and 102605602 and 102585413 and 102590505 and 102591472 and 102602451 ),-1000,1000,NA,c,Fatty acid biosynthesis
R07763,,NADPH[c] + H+[c] + 3-Oxostearoyl-[acp][c] <=> NADP+[c] + 3-Hydroxyoctadecanoyl-[acp][c],1.1.1.100,( 102580300 and 102578766 and 102587664 and 102591367 and 102591690 ),-1000,1000,NA,c,Fatty acid biosynthesis
R07764,,3-Hydroxyoctadecanoyl-[acp][c] <=> H2O[c] + (2E)-Octadecenoyl-[acp][c],4.2.1.-,( 102585835 ),-1000,1000,NA,c,Fatty acid biosynthesis
R07765,,NADH[c] + H+[c] + (2E)-Octadecenoyl-[acp][c] <=> NAD+[c] + Octadecanoyl-[acyl-carrier protein][c],1.3.1.-,( 102606380 and 102593496 ),-1000,1000,NA,c,Fatty acid biosynthesis
R01177,butanoyl-CoA:acetyl-CoA C-butanoyltransferase,Acetyl-CoA[c] + Butanoyl-CoA[c] <=> CoA[c] + 3-Oxohexanoyl-CoA[c],2.3.1.9         2.3.1.16,( 102600847 and 102601957 and 102597222 ) or ( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
R01274,Palmitoyl-CoA hydrolase,H2O[c] + Palmitoyl-CoA[c] => CoA[c] + Hexadecanoic acid[c],3.1.2.2         3.1.2.22,( 102591392 and 102592055 and 107062250 ) or ( 102582130 and 102602882 and 102594776 ),0,1000,NA,c,Fatty acid elongation
R01278,hexadecanoyl-CoA:NADP+ trans-2-oxidoreductase;,NADP+[c] + Palmitoyl-CoA[c] <=> NADPH[c] + H+[c] + trans-Hexadec-2-enoyl-CoA[c],1.3.1.8         1.3.1.38,( 102601699 and 102605504 and 102596064 and 102599442 and 102599768 and 102597492 ),-1000,1000,NA,c,Fatty acid elongation
R03776,trans-Oct-2-enoyl-CoA reductase,NADP+[c] + Octanoyl-CoA[c] <=> NADPH[c] + H+[c] + trans-Oct-2-enoyl-CoA[c],1.3.1.8         1.3.1.38,( 102601699 and 102605504 and 102596064 and 102599442 and 102599768 and 102597492 ),-1000,1000,NA,c,Fatty acid elongation
R03778,Octanoyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA[c] + Octanoyl-CoA[c] <=> CoA[c] + 3-Oxodecanoyl-CoA[c],2.3.1.16,( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
R03856,trans-Dodec-2-enoyl-CoA reductase,NADP+[c] + Lauroyl-CoA[c] <=> NADPH[c] + H+[c] + 2-trans-Dodecenoyl-CoA[c],1.3.1.8         1.3.1.38,( 102601699 and 102605504 and 102596064 and 102599442 and 102599768 and 102597492 ),-1000,1000,NA,c,Fatty acid elongation
R03858,Lauroyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA[c] + Lauroyl-CoA[c] <=> CoA[c] + 3-Oxotetradecanoyl-CoA[c],2.3.1.16,( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
R03989,trans-Tetradec-2-enoyl-CoA reductase,NADP+[c] + Tetradecanoyl-CoA[c] <=> NADPH[c] + H+[c] + trans-Tetradec-2-enoyl-CoA[c],1.3.1.8         1.3.1.38,( 102601699 and 102605504 and 102596064 and 102599442 and 102599768 and 102597492 ),-1000,1000,NA,c,Fatty acid elongation
R03991,myristoyl-CoA:acetylCoA C-myristoyltransferase,Acetyl-CoA[c] + Tetradecanoyl-CoA[c] <=> CoA[c] + 3-Oxopalmitoyl-CoA[c],2.3.1.16,( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
R04170,(S)-3-Hydroxydodecanoyl-CoA hydro-lyase,(S)-3-Hydroxydodecanoyl-CoA[c] <=> H2O[c] + 2-trans-Dodecenoyl-CoA[c],4.2.1.17,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04738,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA[c] <=> H2O[c] + trans-Hexadec-2-enoyl-CoA[c],4.2.1.17,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04739,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase,NAD+[c] + (S)-3-Hydroxytetradecanoyl-CoA[c] <=> NADH[c] + 3-Oxotetradecanoyl-CoA[c],1.1.1.35,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04740,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase,(S)-3-Hydroxytetradecanoyl-CoA[c] <=> H2O[c] + trans-Tetradec-2-enoyl-CoA[c],4.2.1.17,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04741,(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase,NAD+[c] + (S)-3-Hydroxydodecanoyl-CoA[c] <=> NADH[c] + H+[c] + 3-Oxododecanoyl-CoA[c],1.1.1.35,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04742,Decanoyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA[c] + Decanoyl-CoA[c] <=> CoA[c] + 3-Oxododecanoyl-CoA[c],2.3.1.16,( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
R04743,(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase,NAD+[c] + (S)-Hydroxydecanoyl-CoA[c] <=> NADH[c] + H+[c] + 3-Oxodecanoyl-CoA[c],1.1.1.35,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04744,(S)-Hydroxydecanoyl-CoA hydro-lyase,(S)-Hydroxydecanoyl-CoA[c] <=> H2O[c] + trans-Dec-2-enoyl-CoA[c],4.2.1.17,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04745,(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase,NAD+[c] + (S)-3-Hydroxyoctanoyl-CoA[c] <=> NADH[c] + H+[c] + 3-Oxooctanoyl-CoA[c],1.1.1.35        1.1.1.211,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04746,(S)-Hydroxyoctanoyl-CoA hydro-lyase,(S)-3-Hydroxyoctanoyl-CoA[c] <=> H2O[c] + trans-Oct-2-enoyl-CoA[c],4.2.1.17,( 102579434 and 102605537 and 102596014 and 102587367 and 102586729 and 102586890 and 102587081 ),-1000,1000,NA,c,Fatty acid elongation
R04747,Hexanoyl-CoA:acetyl-CoA C-acyltransferase,Acetyl-CoA[c] + Hexanoyl-CoA[c] <=> CoA[c] + 3-Oxooctanoyl-CoA[c],2.3.1.16,( 102578706 and 102589894 ),-1000,1000,NA,c,Fatty acid elongation
